id,name,symbol,price_usd,market_cap,ai,gaming,memes,rwa,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,atl,atl_change_percentage
haku,HAKU,haku,6.33e-06,6323.98,0,0,1,0,10175.0,6323.98,7.29,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,998847223.282733,998847223.282733,999562425.5,0.00038921,-98.3733,5.1e-06,24.02151
bubblu,Bubblu,bubblu,6.34e-06,6327.93,0,0,1,0,10174.0,6327.93,6.69,6.42e-06,6.29e-06,-8.2254911604e-08,-1.28146,-49.45715193671458,-0.77551,998632917.431897,998632917.431897,1000000000.0,0.00025603,-97.52505,5.09e-06,24.53845
aidaovc,aiDAOvc,aidaovc,6.35e-06,6336.61,0,0,1,0,10172.0,6336.61,4.28,6.36e-06,6.17e-06,8.5063e-08,1.3579,106.68,1.7124,999859899.271955,999859899.271955,999994865.14,0.00065228,-99.02841,5e-06,26.87243
moheji,moheji,moj,6.37e-06,6364.65,0,0,1,0,10171.0,6364.65,123.37,6.43e-06,6.18e-06,7.1109e-08,1.12804,66.11,1.04959,999176790.757946,999176790.757946,1000000000.0,7.239e-05,-91.19323,5.68e-06,12.13769
wenlambo-3,wenlambo,wenlambo,6.503e-05,6374.19,0,0,1,0,10170.0,6374.19,62.92,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,98013252.6960114,98013252.6960114,100000000.0,0.00595434,-98.90779,5.677e-05,14.55291
rainbow-3,RAINBOW,rainbow,6.4e-06,6382.53,0,0,1,0,10169.0,6382.31,20.71,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,996998787.284206,996998787.284206,1000000000.0,0.00017097,-96.25569,5.18e-06,23.64304
chrystal,Chrystal,chrystal,6.39e-06,6382.88,0,0,1,0,10168.0,6382.88,29.74,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,999465204.596309,999465204.596309,1000000000.0,0.00289614,-99.77949,5.43e-06,17.59496
cow-patty-bingo,Cow Patty Bingo,moo,7.1e-06,6388.38,0,0,1,0,10163.0,6388.38,95.7,7.12e-06,6.68e-06,3.99529e-07,5.95979,359.32,5.95979,899356360.020733,899356360.020733,999999956.68,0.00214171,-99.66896,4.33e-06,63.58132
trumped-ai,trumped.ai,trumped.ai,6.39e-06,6390.7,0,0,1,0,10166.0,6390.7,1.14,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,999702878.2924,999702878.2924,1000000000.0,0.00161435,-99.60401,4.62e-06,38.39358
megaoneth,MEGAonEth,mega,6.392e-05,6391.71,0,0,1,0,10165.0,6391.71,9.42,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,100000000.0,100000000.0,100000000.0,0.03706916,-99.82757,5.207e-05,22.76229
poofcoin,Poofcoin,poofcoin,6.41e-06,6402.81,0,0,1,0,10164.0,6402.81,158.49,6.79e-06,6.31e-06,-3.03607796293e-07,-4.52365,-303.32050697805244,-4.52304,999194793.282693,999194793.282693,1000000000.0,0.00012627,-94.92501,4.39e-06,46.03908
cancer-2,cancer,cancer,6.43e-06,6424.0,0,0,1,0,10160.0,6424.0,26.31,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,998944027.319645,998944027.319645,999934158.74,0.00047967,-98.65933,4.65e-06,38.30808
hellcat,HELLCAT,hcat,6.43e-06,6424.88,0,0,1,0,10159.0,6424.88,92.1,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,999364935.669795,999364935.669795,1000000000.0,0.0001896,-96.60918,6.21e-06,3.57156
noo,noo,noo,6.47e-06,6449.63,0,0,1,0,10157.0,6449.63,2.42,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,997348961.087603,997348961.087603,1000000000.0,0.00015562,-95.84439,5.48e-06,18.02123
purple-toshi,Purple Toshi,poshi,1.5422e-08,6467.83,0,0,1,0,10158.0,6467.83,3.14,1.5367e-08,1.4855e-08,3.28487e-10,2.17638,105.76,1.66241,419395041449.7435,419395041449.7435,419690000000.0,5.17173e-07,-97.01806,1.4552e-08,5.98039
prove-mom-wrong,Prove Mom Wrong,$pmw,6.48e-06,6480.99,0,0,1,0,10155.0,6480.99,3.26,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,999609006.048861,999609006.048861,1000000000.0,0.0003761,-98.27613,6.09e-06,6.45751
uhosu,Uhosu,uhosu,1.5414e-08,6484.47,0,0,1,0,10154.0,6484.47,3.3,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,420690000000.0,420690000000.0,420690000000.0,1.15e-06,-98.66112,9.678e-09,59.26874
bnbull,BNBULL,bnbull,6.49e-06,6488.68,0,0,1,0,10153.0,6488.68,1337.71,9.26e-06,6.49e-06,-2.581348541875e-06,-28.46019,-2581.3485418748005,-28.46019,1000000000.0,1000000000.0,1000000000.0,0.0014786,-99.56116,2.39e-06,171.4207
pepewifpork,PepeWifPork,pepewfpork,6.49e-06,6492.52,0,0,1,0,10151.0,6492.52,5.43,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,1000000000.0,1000000000.0,1000000000.0,0.00061134,-98.93798,5.28e-06,23.067
thats-crazy,Thats Crazy,crazy,6.5e-06,6503.95,0,0,1,0,10149.0,6503.95,9.71,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,999993232.44,999993232.44,999993232.44,0.00045882,-98.58246,5.14e-06,26.60145
satushi-nukumutu,Satushi Nukumutu,$nukumutu,9.05e-06,6506.68,0,0,1,0,10148.0,6506.68,10.64,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,719117127.847699,719117127.847699,1000000000.0,0.00094894,-99.0465,6.07e-06,49.03106
yuro-2024,Yuro 2024,yuro,6.63e-06,6533.98,0,0,1,0,10147.0,6533.98,93.5,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,985953104.0,985953104.0,1000000000.0,0.00686323,-99.90344,5.42e-06,22.20352
the-year-of-the-snake,The Year Of The Snake,2025,7.38e-06,6545.35,0,0,1,0,10146.0,6545.35,17.66,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,887022893.363312,887022893.363312,990000000.0,0.00152981,-99.51765,4.91e-06,50.13899
emoticoin-2,EMOTICOIN,emoti,6.64e-06,6555.3,0,0,1,0,10145.0,6555.26,111.3,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,986967250.139215,986967250.139215,1000000000.0,0.00059394,-98.88174,5.31e-06,25.04905
abdulrozik-s-camel,Abdulrozik's Camel,burgiir,6.56e-06,6560.26,0,0,1,0,10144.0,6560.26,18.92,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,999300939.799296,999300939.799296,999954553.51,0.00059071,-98.88866,5.56e-06,18.1245
stadium-coin,Stadium Coin,stadium,6.57e-06,6568.62,0,0,1,0,10142.0,6568.62,12.0,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,999408128.616256,999408128.616256,1000000000.0,0.0003534,-98.14018,5.66e-06,16.20638
kuro,Kuro,kuro,6.63e-06,6625.39,0,0,1,0,10138.0,6625.39,7.8,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,999191694.201811,999191694.201811,999969353.0,0.00111547,-99.40557,5.98e-06,10.83943
schnoz,Schnoz,schnoz,6.64e-06,6639.08,0,0,1,0,10136.0,6639.08,2.49,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,999210246.481717,999210246.481717,1000000000.0,0.00016666,-96.01335,6.29e-06,5.64714
decats,DeCats,decats,0.665456,6653.97,0,0,1,0,10137.0,6653.97,38.85,0.665428,0.634468,0.00966327,1.47352,96.04,1.46456,10000.0,10000.0,10000.0,114.92,-99.42301,0.501843,32.131
faithcoin-2,faithcoin,faithcoin,7.07e-06,6671.14,0,0,1,0,10135.0,6671.14,98.72,7.16e-06,6.94e-06,-9.6474861083e-08,-1.34662,-109.67125384135852,-1.61738,946474305.741437,946474305.741437,1000000000.0,0.00013115,-94.62566,6.61e-06,6.62664
chump-change,Chump Change,chump,6.7e-06,6701.1,0,0,1,0,10134.0,6701.1,9.89,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,1000000000.0,1000000000.0,1000000000.0,0.00082232,-99.1851,3.69e-06,81.63192
gbtc6900,GBTC6900,gbtc,6.707e-05,6707.43,0,0,1,0,10133.0,6707.43,45.12,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,100000000.0,100000000.0,100000000.0,0.00404111,-98.3402,3.895e-05,72.20376
guardian-dog,Guardian Dog,gdog,6.74e-06,6709.31,0,0,1,0,10132.0,6709.31,2.21,6.75e-06,6.6e-06,1.0519e-07,1.58629,310.46,4.85186,995980351.51506,995980351.51506,1000000000.0,0.00064172,-98.95026,4.7e-06,43.47869
goat-gains,GOAT GAINS,ggains,6.73e-06,6723.42,0,0,1,0,10131.0,6723.42,71.01,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,999037888.894921,999037888.894921,999999995.11,0.00064426,-98.95541,5.41e-06,24.29487
yunki,Yunki,yunki,7.5759e-08,6734.1,0,0,1,0,10129.0,6734.1,83.04,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,88888888888.0,88888888888.0,88888888888.0,2.719e-05,-99.72137,6.7914e-08,11.55119
work-for-your-bags-2,WORK FOR YOUR BAGS,work,1.252e-05,6758.18,0,0,1,0,10127.0,6758.18,9.39,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,540000000.0,540000000.0,540000000.0,0.00023523,-94.67957,1.241e-05,0.81699
mula-ai,Mula AI,mula,6.79e-06,6758.32,0,0,1,0,10126.0,6758.32,36.22,6.76e-06,6.52e-06,1.63758e-07,2.47104,132.12,1.99384,999869083.839372,999869083.839372,1000000000.0,0.00099963,-99.32383,5.53e-06,22.16535
white-bike,White Bike,bike,6.8e-06,6782.36,0,0,1,0,10130.0,6782.36,465.63,6.78e-06,5.53e-06,1.2e-06,21.32179,1145.24,20.31602,999990959.630159,999990959.630159,1000000000.0,0.00073345,-99.07527,5.46e-06,24.11666
uwu,uwu,uwu,6.81e-06,6790.85,0,0,1,0,10123.0,6790.85,178.22,7.01e-06,6.68e-06,-9.7929175296e-08,-1.41732,-108.58075035035108,-1.57376,996967086.9033208,996967086.9033208,999999995.0,0.00260909,-99.73893,5.71e-06,19.35968
pelican,Pelican,pelican,6.8e-06,6792.83,0,0,1,0,10122.0,6792.83,1.083,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,999450747.658431,999450747.658431,1000000000.0,0.00057776,-98.82363,5.27e-06,28.98654
pumpkin-3,Pumpkin,pkin,6.82e-06,6796.84,0,0,1,0,10121.0,6796.84,1.46,6.86e-06,6.77e-06,3.237e-09,0.04748,-7.817409284447422,-0.11488,996602135.924359,996602135.924359,1000000000.0,0.00048169,-98.58414,5.43e-06,25.55127
pigga,Pigga,pigga,6.8e-06,6801.48,0,0,1,0,10120.0,6801.48,2.0,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,1000000000.0,1000000000.0,1000000000.0,0.00019165,-96.45117,5.35e-06,27.1434
dekopon,Dekopon,dekopon,6.83e-06,6818.88,0,0,1,0,10117.0,6818.88,11.03,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,998807260.01615,998807260.01615,1000000000.0,0.00151409,-99.5491,4.9e-06,39.42318
hover-cat,Hover Cat,hcat,6.82e-06,6823.69,0,0,1,0,10116.0,6823.69,2.88,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,1000000000.0,1000000000.0,1000000000.0,0.00400582,-99.82966,4.43e-06,54.18019
most-holders-ever,Most Holders Ever,gatha,6.83e-06,6823.99,0,0,1,0,10115.0,6823.99,42.35,6.82e-06,6.62e-06,8.0234e-08,1.18876,80.16,1.18859,999180974.543331,999180974.543331,1000000000.0,7.57e-05,-90.97785,5.12e-06,33.35127
pepe-undead,Pepe Undead,pepez,1.16e-05,6836.37,0,0,1,0,10114.0,6836.37,26.69,1.176e-05,1.156e-05,-1.56471357942e-07,-1.3308,-89.25796724195334,-1.28881,589279933.0,589279933.0,1000000000.0,0.00078591,-98.52385,7.66e-06,51.49163
loaf,LOAF,loaf,6.86e-06,6842.54,0,0,1,0,10112.0,6842.54,1.076,6.96e-06,6.82e-06,-9.4557366703e-08,-1.35944,-70.407027678325,-1.01848,997299550.223535,997299550.223535,1000000000.0,0.00014894,-95.39352,4.74e-06,44.88358
nod-cat,nod cat,nod,6.91e-06,6903.25,0,0,1,0,10111.0,6903.25,12.06,6.94e-06,6.8e-06,4.6193e-08,0.67264,190.96,2.84487,998508838.753755,998508838.753755,1000000000.0,0.00048197,-98.56556,4.68e-06,47.74439
wizards-trolls-farts,"wizards, trolls, farts",wtf,6.92e-06,6912.16,0,0,1,0,10109.0,6912.16,7.38,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,999451677.2551,999451677.2551,1000000000.0,0.0003501,-98.0246,6.48e-06,6.78783
pepe-skull,Pepe SKULL,skull,6.91e-06,6913.21,0,0,1,0,10108.0,6913.21,72.19,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,999968621.0,999968621.0,1000000000.0,0.00303939,-99.77254,5.89e-06,17.30286
erebus,erebus,erb,6.93e-06,6927.4,0,0,1,0,10107.0,6927.4,9.68,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,999690059.247258,999690059.247258,1000000000.0,0.00054737,-98.73402,6.27e-06,10.4654
normie-3,Normie,norm,6.95e-06,6935.3,0,0,1,0,10106.0,6935.3,3.03,6.98e-06,6.84e-06,8.3241e-08,1.21295,79.01,1.1524,998463563.232595,998463563.232595,1000000000.0,0.00067922,-98.97736,5.24e-06,32.54542
rok,ROK,rok,6.98e-06,6939.07,0,0,1,0,10105.0,6939.07,2.39,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,994412408.180005,994412408.180005,1000000000.0,0.00040835,-98.29117,4.98e-06,40.04427
metaiverse,MetAIverse,metaiverse,6.95e-06,6946.09,0,0,1,0,10104.0,6946.09,5.09,6.96e-06,6.73e-06,9.1711e-08,1.33645,91.61,1.33644,998869848.975995,998869848.975995,1000000000.0,0.00266558,-99.73912,6.29e-06,10.48372
bonsai-terminal,Bonsai Terminal,bonsai,6.95e-06,6946.1,0,0,1,0,10103.0,6946.1,6.26,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,999910894.27378,999910894.27378,1000000000.0,0.0008596,-99.19187,5.95e-06,16.75176
goodmorning,GoodMorning,gm,7.83e-06,6966.36,0,0,1,0,10099.0,6966.36,49077.0,7.94e-06,7.72e-06,-5.0912703244e-08,-0.64585,78.24,1.1358,885000000.0,885000000.0,888000000.0,0.0001929,-95.9192,7.54e-06,4.38113
act-ii-the-ai-obesity,Act II : The AI Obesity,actii,6.99e-06,6972.84,0,0,1,0,10101.0,6972.84,1.37,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,997956496.119872,997956496.119872,1000000000.0,0.00044025,-98.41293,5.31e-06,31.63303
molly-the-otter,Molly the Otter,molly,6.99e-06,6977.13,0,0,1,0,10098.0,6977.13,1.045,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,998265027.471573,998265027.471573,1000000000.0,0.0002719,-97.42952,5.38e-06,29.97045
buttpay,Buttpay,bpay,7.49e-06,6986.2,0,0,1,0,10102.0,6986.2,55.66,7.7e-06,7.32e-06,-2.16161787527e-07,-2.80638,-201.7205316488744,-2.80638,933192373.899549,933192373.899549,1000000000.0,0.00043449,-98.27699,5.63e-06,32.8763
the-eid-sheep,The Eid Sheep,$tes,7e-06,6995.48,0,0,1,0,10097.0,6995.48,36.18,6.99e-06,6.83e-06,6.9118e-08,0.99774,4.58,0.06553,999843074.746005,999843074.746005,1000000000.0,0.0007285,-99.03959,4.97e-06,40.67991
swaggy,SWAGGY,swaggy,7.01e-06,7008.11,0,0,1,0,10095.0,7008.11,21.61,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,999646300.435229,999646300.435229,999999155.47,0.00958201,-99.92684,3.94e-06,77.94733
trxde-fun,trXde.fun,trxde,7.05e-06,7012.68,0,0,1,0,10094.0,7047.95,44.67,7.06e-06,6.85e-06,8.9509e-08,1.28531,109.14,1.58096,994212483.485549,999212483.485549,1000000000.0,0.00054358,-98.70239,5.47e-06,28.87949
kini,Kini,kini,7.42e-06,7048.45,0,0,1,0,10091.0,7048.45,25.93,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,950000000.0,950000000.0,1000000000.0,0.0006635,-98.88177,6.1e-06,21.63903
croak-the-bullfrog,Croak the Bullfrog,croak,8.41e-06,7052.67,0,0,1,0,10090.0,7052.67,17.1,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,838344815.1306531,838344815.1306531,1000000000.0,0.00086966,-99.03266,7.71e-06,9.07729
infinite-truths,Infinite Truths,truths,7.1e-06,7091.26,0,0,1,0,10089.0,7091.26,109.38,7.25e-06,6.81e-06,-1.42942509611e-07,-1.97428,-167.0437455133424,-2.30141,999560671.993806,999560671.993806,1000000000.0,0.00025248,-97.19011,3.08e-06,130.20063
kol-exe,KOL.exe,kol,7.1e-06,7091.86,0,0,1,0,10088.0,7091.86,34.15,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,999495271.469486,999495271.469486,1000000000.0,0.00073625,-99.03628,6.82e-06,4.03942
dawg-2,dawg,dawg,7.1e-06,7092.01,0,0,1,0,10087.0,7092.01,2.87,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,998876993.6532,998876993.6532,1000000000.0,0.00096978,-99.26788,6.18e-06,14.82091
polygon-mascot,POLYGON MASCOT,poly,7.14e-06,7115.22,0,0,1,0,10086.0,7115.22,40.94,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,996905089.288992,996905089.288992,1000000000.0,0.00032408,-97.79768,6.21e-06,14.92489
dwog-the-dog,DWOG THE DOG,dwog,7.22e-06,7140.13,0,0,1,0,10083.0,7140.13,2.06,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,989213326.223571,989213326.223571,989667884.0,0.0002906,-97.51615,5.04e-06,43.16398
men,MEN,men,7.14891e-07,7145.04,0,0,1,0,10084.0,7145.04,20.92,7.15827e-07,6.86238e-07,2.5577e-08,3.7105,255.63,3.71049,9994586997.546322,9994586997.546322,10000000000.0,0.00059948,-99.88099,4.39762e-07,62.22828
chadai,CHADAI,chadai,7.15e-06,7149.49,0,0,1,0,10082.0,7149.49,17.81,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,999652987.017332,999652987.017332,999997951.74,0.00045893,-98.44158,4.76e-06,50.1574
pawwot,PAWWOT,pwot,7.17e-06,7153.81,0,0,1,0,10081.0,7153.81,1.28,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,997994747.106403,997994747.106403,1000000000.0,0.00069608,-98.97021,6.25e-06,14.70909
claude-2,Claude 2,claude 2,7.17e-06,7164.59,0,0,1,0,10080.0,7164.59,2.27,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,999836611.95,999836611.95,999836611.95,0.00040698,-98.23926,4.59e-06,55.98901
stank-memes,Stank Memes,stank,7.19e-06,7171.16,0,0,1,0,10079.0,7171.16,19.56,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,997638627.447419,997638627.447419,1000000000.0,0.00029535,-97.56622,3.23e-06,122.30754
greenland-rare-bear,Greenland Rare Bear,nordo,7.21e-06,7197.96,0,0,1,0,10077.0,7197.96,4788.22,1.474e-05,6.91e-06,1.86935e-07,2.66092,141.07,1.99907,999901016.793077,999901016.793077,999985958.86,0.00395857,-99.81815,6.5e-06,10.75388
turbo-ai,Turbo Ai,turbo,6.98e-06,7200.57,0,0,1,0,10076.0,7200.57,48000.0,7.53e-06,6.82e-06,-1.99203175937e-07,-2.77432,270.56,3.9042,999969447.232992,999969447.232992,1000000000.0,0.00110111,-99.34604,6.81e-06,5.7027
fug,FUG,fug,7.23e-06,7234.19,0,0,1,0,10075.0,7234.19,9.82,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,1000000000.0,1000000000.0,1000000000.0,0.00755632,-99.90426,4.69e-06,54.19883
pepcat,pepcat,pepcat,7.26e-06,7263.29,0,0,1,0,10072.0,7263.29,38.56,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,999964704.0,999964704.0,999964704.0,0.00105719,-99.31294,4.93e-06,47.18971
gigacat,GIGACAT,gigacat,7.27e-06,7273.59,0,0,1,0,10073.0,7273.59,3.52,7.28e-06,7.17e-06,3.04e-09,0.04181,93.25,1.29869,999999999.0,999999999.0,999999999.0,0.00058329,-98.75557,6.89e-06,5.33098
nomad,Nomad,nom,7.29e-06,7293.69,0,0,1,0,10070.0,7293.69,31.43,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,1000000000.0,1000000000.0,1000000000.0,0.00035289,-97.93313,4.74e-06,53.99558
floki-cat,Floki Cat,fcat,7.31e-06,7311.83,0,0,1,0,10069.0,7311.83,5.32,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,1000000000.0,1000000000.0,1000000000.0,0.00305134,-99.76037,6.13e-06,19.37471
czolana,CZOL,czol,7.32681e-07,7326.41,0,0,1,0,10067.0,7326.41,7.3,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,9999443188.0,9999443188.0,1000000000.0,0.00228613,-99.96795,6.56899e-07,11.53645
pluto-2,PLUTO,pluto,7.34e-06,7336.09,0,0,1,0,10066.0,7336.09,9.22,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,999046410.452713,999046410.452713,999999365.36,0.00155953,-99.52915,6.56e-06,11.88401
maxcat,MaxCat,$max,7.34e-06,7336.11,0,0,1,0,10065.0,7336.11,2.56,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,999600493.18,999600493.18,999600493.18,0.00056098,-98.69175,7.08e-06,3.68042
maru-taro,Maru Taro,taro,7.35e-06,7354.44,0,0,1,0,10064.0,7354.44,104.6,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,999964016.0,999964016.0,999964016.0,0.00082916,-99.11299,5.53e-06,32.97575
hood-cat,Hood Cat,hood,7.38e-06,7368.24,0,0,1,0,10062.0,7368.24,4.38,7.37e-06,7.13e-06,1.10592e-07,1.52207,109.44,1.50766,999659230.067954,999659230.067954,1000000000.0,0.00028256,-97.38941,6.73e-06,9.57298
croissant-the-baby-amarillo,croissant the baby amarillo,croissant,7.39e-06,7370.41,0,0,1,0,10061.0,7370.41,5.15,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,997715058.742563,997715058.742563,1000000000.0,0.00077666,-99.04884,5.16e-06,43.18584
first-ai-1951,First AI (1951),snarc,7.39e-06,7378.95,0,0,1,0,10060.0,7378.95,1.62,7.39e-06,7.39e-06,0.0,0.0,0.0,0.0,998751081.990943,998751081.990943,999999997.24,0.00028738,-97.4291,5.2e-06,42.07387
suirtle,Suirtle,suirtle,7.39484e-07,7394.84,0,0,1,0,10059.0,7394.84,11.89,7.62791e-07,7.35114e-07,-1.4431173753e-08,-1.91416,-144.31173752533505,-1.91416,10000000000.0,10000000000.0,10000000000.0,0.00049654,-99.85107,6.67091e-07,10.85194
apicoin,Apicoin,api,7.4e-06,7397.7,0,0,1,0,10057.0,7397.7,4.71,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,999974784.526239,999974784.526239,1000000000.0,0.00324631,-99.77211,5.56e-06,33.05586
bunnie,Bunnie,$bun,7.56e-06,7461.23,0,0,1,0,10051.0,7461.23,14.54,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,986728129.037459,986728129.037459,1000000000.0,0.00582441,-99.87017,5.97e-06,26.76574
fukurou,エッホエッホ,fukurou,7.51e-06,7503.46,0,0,1,0,10048.0,7503.46,2.24,7.6e-06,7.45e-06,-8.5357931696e-08,-1.12345,-98.03952390881297,-1.28974,998797477.452338,998797477.452338,1000000000.0,0.00088655,-99.15262,5.62e-06,33.76764
kolana,KOLANA,kolana,1.002e-05,7513.13,0,0,1,0,10046.0,7513.13,10.63,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,749899990.0,749899990.0,749899990.0,0.00134236,-99.25364,9.5e-06,5.45439
silver-3,$SILVER,$silver,7.5403e-14,7532.05,0,0,1,0,10047.0,7532.05,18.57,7.5424e-14,7.206e-14,1.553e-15,2.10313,156.2,2.11768,9.989093380039392e+16,9.989093380039392e+16,1e+17,1.0215e-11,-99.26181,5.032e-14,49.84791
cat-getting-fade,Cat getting fade,cgf,7.55e-06,7553.28,0,0,1,0,10044.0,7553.28,20.58,7.57e-06,7.21e-06,2.29701e-07,3.13645,192.68,2.61766,999994868.0,999994868.0,999994868.0,0.0034452,-99.7813,5.63e-06,33.86877
leonard-the-lizard,Leonard The Lizard,lenni,7.57e-06,7569.05,0,0,1,0,10043.0,7569.05,37.63,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,1000000000.0,1000000000.0,1000000000.0,0.00044394,-98.29504,6.79e-06,11.49168
peanut-s-best-friend,Peanut's Best Friend,marshall,7.8e-06,7570.33,0,0,1,0,10042.0,7570.3,1.045,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,970366698.699611,970366698.699611,1000000000.0,0.00171721,-99.54569,5.83e-06,33.81626
