id,name,symbol,price_usd,market_cap,ai,gaming,memes,rwa,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,atl,atl_change_percentage
water-coin,WATER Coin,water,9.98e-06,729709.0,0,0,1,0,4098.0,729709.0,92929.0,1.008e-05,9.52e-06,2.90186e-07,2.99427,21570.0,3.04607,73111061995.43,73111061995.43,88888888888.0,0.00277966,-99.64094,7.25e-06,37.75306
hot-mom,Hot Mom,hotmom,0.00073015,730146.0,0,0,1,0,4114.0,730146.0,738.15,0.00073163,0.00071074,9.16e-06,1.27057,5125.01,0.70688,999992520.130064,999992520.130064,1000000000.0,0.112823,-99.3546,0.00015727,363.00851
coffee-2,COFFEE,cofe,9.129e-05,730283.0,0,0,1,0,4096.0,730283.0,2.07,9.415e-05,9.086e-05,-8.81058857751e-07,-0.95594,-7159.988434146508,-0.97092,7999998463.324271,7999998463.324271,8000000000.0,0.00084722,-89.22532,8.816e-05,3.54001
cloudyheart,cloudyheart,cloudy,0.00073795,733646.0,0,0,1,0,4087.0,733646.0,11182.82,0.00080206,0.00070804,-6.4109911325028e-05,-7.99319,-68391.19308551296,-8.52719,999987646.053521,999987646.053521,1000000000.0,0.03533016,-97.92343,0.00054905,33.62295
pesto-the-baby-king-penguin,Pesto the Baby King Penguin,pesto,0.00074171,733944.0,0,0,1,0,4102.0,733944.0,342910.0,0.00074706,0.00067921,5.154e-05,7.46769,42520.0,6.14956,999862501.840119,999862501.840119,1000000000.0,0.02946025,-97.50879,0.00034452,113.02808
fine,FINE,fine,1.744e-09,734159.0,0,0,1,0,4084.0,734159.0,361.0,1.74e-09,1.639e-09,8.0674e-11,4.85113,32370.0,4.61254,420690000000000.0,420690000000000.0,420690000000000.0,7.5244e-08,-97.68812,1.004e-09,73.26686
piggy-2,Piggy,piggy,1.166e-05,735923.0,0,0,1,0,4091.0,735923.0,2330.49,1.167e-05,1.116e-05,4.07504e-07,3.62195,25723.0,3.62195,63123637092.72057,63123637092.72057,69000000000.0,5.825e-05,-80.08842,6.25e-06,85.68575
elvis,ELVIS,elvis,0.0007424,737854.0,0,0,1,0,4090.0,740419.0,20402.0,0.00079809,0.00063206,9.518e-05,14.70541,89254.0,13.76106,996536471.641902,1000000000.0,1000000000.0,0.00271165,-72.69489,0.00019194,285.7492
ski-mask-cat,SKI MASK CAT,skicat,0.00074521,737878.0,0,0,1,0,4078.0,737878.0,80617.0,0.0008044,0.00068696,-5.6029496078221e-05,-6.99281,-55558.41188895353,-7.00225,990154867.7025918,990154867.7025918,990154867.7,0.051635,-98.55927,0.00019043,290.65704
dogai-wtf,DOGAI,dogai,0.00074351,739159.0,0,0,1,0,4076.0,739159.0,1538.06,0.0007607,0.00072902,-9.598811283959e-06,-1.27456,-14108.048682946595,-1.87292,999772961.105376,999772961.105376,2000000000.0,0.010174,-92.74815,0.00011777,526.46433
jobcoin-2,JOBCOIN,jobcoin,0.00075051,748447.0,0,0,1,0,4074.0,748447.0,19958.52,0.00085931,0.00071987,2.2e-05,3.01963,15974.15,2.18085,999873405.92,999873405.92,1000000000.0,0.00202827,-63.09466,0.00013024,474.7284
omni-2,Omni,omni,0.00075384,749466.0,0,0,1,0,4066.0,749602.0,89515.0,0.00090283,0.00072187,-3.558534231176e-06,-0.46983,-10454.09910647443,-1.37568,999818186.0,1000000000.0,1000000000.0,0.00405074,-81.42747,1.882e-05,3896.73661
dimes,Dimes,dime,7.53e-06,752937.0,0,0,1,0,4063.0,752937.0,43.15,7.53e-06,7.12e-06,3.51613e-07,4.90146,34595.0,4.81589,100000000000.0,100000000000.0,100000000000.0,2.759e-05,-72.71466,4.91e-06,53.33986
craze,Craze,craze,0.00075534,753412.0,0,0,1,0,4062.0,753412.0,470.64,0.00075598,0.00071856,5.99e-06,0.7989,3327.82,0.44366,1000000000.0,1000000000.0,1000000000.0,0.01051485,-92.81915,0.00055844,35.2072
oggie,Oggie,oggie,0.00075675,754971.0,0,0,1,0,4057.0,754971.0,17954.5,0.00075739,0.00064554,5.458e-05,7.77269,52325.0,7.44681,1000000000.0,1000000000.0,1000000000.0,0.00163479,-53.72715,0.00062396,21.23521
xmoney,XMONEY,xmoney,0.0007349,756600.0,0,0,1,0,4055.0,756600.0,22858.0,0.00077177,0.00068011,2.119e-05,2.96904,43413.0,6.08716,999122566.366688,999122566.366688,1000000000.0,0.00388614,-80.51374,0.00042392,78.63191
blinks-gg,Blinks.gg,bgg1,0.00076095,758455.0,0,0,1,0,4061.0,758455.0,64437.0,0.0007642,0.0007498,4.81e-06,0.63589,2249.28,0.29744,999920399.464039,999920399.464039,1000000000.0,0.03096013,-97.55011,0.00051662,46.81843
brokecoin,Brokecoin,broke,8.19e-06,762374.0,0,1,1,0,4097.0,763049.0,17015.67,1.079e-05,8.11e-06,-2.428548832649e-06,-22.87186,-191176.351467478,-20.04891,89920007094.29819,89999659798.04993,100000000000.0,1.18e-05,-27.7742,1.53e-06,455.41263
beamcat,BEAMCAT,bcat,1.851e-09,762488.0,0,0,1,0,4045.0,762488.0,480.85,1.846e-09,1.697e-09,1.54384e-10,9.09687,61415.0,8.76013,413110510930373.0,413110510930373.0,420000000000000.0,2.9082e-08,-93.65342,8.37319e-10,120.4327
hund,Hund,hund,0.00190847,763345.0,0,0,1,0,4049.0,763345.0,169614.0,0.00190841,0.00181958,5.908e-05,3.19479,23604.0,3.19082,399989619.5573107,399989619.5573107,399997972.0,0.02825773,-93.27491,0.00153224,24.02447
ghoad,GHOAD,ghoad,0.00019101,763381.0,0,0,1,0,4043.0,763381.0,128667.0,0.00019179,0.00018931,-6.17212439538e-07,-0.32209,-3267.84483084199,-0.42625,4000000000.0,4000000000.0,4000000000.0,0.00449904,-95.75993,0.00018844,1.23274
dog-shit-going-nowhere,Dog shit going nowhere,dogshit2,0.00077235,771338.0,0,0,1,0,4030.0,771338.0,189312.0,0.00080532,0.0005669,0.00019541,33.87008,195477.0,33.94525,999689957.823596,999689957.823596,1000000000.0,0.01437006,-94.63066,0.00014803,421.24797
nest-ai-by-virtuals,Nest AI by Virtuals,nest,0.00078225,773507.0,0,0,1,0,4027.0,773507.0,107.63,0.00078875,0.00075067,2.289e-05,3.01465,14148.42,1.86321,1000000000.0,1000000000.0,1000000000.0,0.0019148,-59.60379,0.00039975,93.49716
jooce-memecoin-index,JOOCE Memecoin Index,jmx,0.559117,773509.0,0,0,1,0,4067.0,773509.0,9857.73,0.567485,0.533292,0.0112688,2.05692,18903.11,2.50503,1368364.239288261,1368364.239288261,1000000000.0,0.713447,-20.81563,0.417021,35.47
jaihoz,Jaihoz by Virtuals,jaihoz,0.00077459,773874.0,0,0,1,0,4026.0,773874.0,1898.51,0.00077277,0.0007368,2.857e-05,3.83032,27493.0,3.68345,1000000000.0,1000000000.0,1000000000.0,0.02559257,-96.97618,0.000358,116.16835
beem-communication,Beem Communication,beem,0.0007807,776299.0,0,0,1,0,4024.0,776299.0,489.56,0.00078034,0.00075404,1.597e-05,2.08771,14213.1,1.86503,999990000.0,999990000.0,999990000.0,0.00145202,-46.54642,0.00074685,3.9243
gluteus-maximus-by-virtuals,Gluteus Maximus by Virtuals,gluteu,0.00077845,778451.0,1,0,1,0,4029.0,778451.0,81223.0,0.00079433,0.00077204,-2.290871535512e-06,-0.29342,-2299.912865404389,-0.29458,1000000000.0,1000000000.0,1000000000.0,0.01232749,-93.73887,0.00041889,84.26038
salamanca,Salamanca,don,0.00078338,781847.0,0,0,1,0,4010.0,781847.0,213262.0,0.0007895,0.00076075,-6.124210144213e-06,-0.77571,-7652.503550305613,-0.96929,1000000000.0,1000000000.0,1000000000.0,0.00851919,-90.8224,0.00076075,2.77464
naiive,naiive,naiive,0.00078003,782707.0,0,0,1,0,4007.0,782707.0,591300.0,0.00086548,0.00065965,0.00010122,14.91182,103900.0,15.30622,1000000000.0,1000000000.0,1000000000.0,0.00263326,-70.27693,0.0002791,180.42766
believe-in-something,Believe In Something,bis,0.00079506,789541.0,0,0,1,0,4006.0,789541.0,48720.0,0.00078979,0.00063107,0.00013305,20.09776,129525.0,19.62453,999688519.57129,999688519.57129,999710412.81,0.01912043,-95.87803,0.00029437,167.74001
luci,LUCI,luci,0.00079221,790241.0,0,0,1,0,4002.0,790241.0,12526.87,0.00079221,0.00074581,4.48e-06,0.56906,3233.58,0.41087,997509256.0116246,997509256.0116246,1000000000.0,0.01178468,-93.30218,3.096e-05,2449.80486
skitten,$SKITTEN,skitten,0.00080568,795028.0,0,0,1,0,3995.0,795028.0,25399.0,0.00085395,0.00072122,-4.8273938329551e-05,-5.653,-51075.67348007241,-6.03657,990790039.2309086,990790039.2309086,990790039.2309086,0.00255076,-68.54195,0.00012933,520.44068
monkeyhaircut,monkeyhaircut,monk,0.00079785,797639.0,0,0,1,0,3994.0,797639.0,69758.0,0.00084506,0.00078368,-6.925638376177e-06,-0.86057,-7282.944745939807,-0.9048,999734707.81,999734707.81,1000000000.0,0.02800217,-97.12283,0.00021272,278.74863
yait-siu,Yait Siu,yait,0.00080562,799438.0,0,0,1,0,3988.0,799438.0,353.16,0.00080391,0.00076855,2.19e-05,2.79395,16048.46,2.04859,999999741.571045,999999741.571045,1000000000.0,0.00097351,-17.72727,0.00072237,10.87561
based-turbo,Based Turbo,turbo,1.146e-05,799976.0,0,0,1,0,3986.0,799976.0,29467.0,1.161e-05,1.102e-05,-1.39813575364e-07,-1.20503,33600.0,4.3843,69000000000.0,69000000000.0,69000000000.0,0.00028281,-95.90045,1.31e-06,787.56267
entropy-2,ENTROPY,ent,9.628e-05,803035.0,0,0,1,0,3992.0,4486221.0,22876.0,9.593e-05,9.061e-05,4.77e-06,5.21768,23116.0,2.96385,8393780804.861112,46892563617.81851,55480000000.0,0.00014277,-32.99208,4.998e-05,91.43358
hasbulla-s-cat,Hasbulla's Cat,barsik,0.00080711,807069.0,0,0,1,0,3987.0,807069.0,717843.0,0.00083719,0.00076602,-1.8508590162053e-05,-2.2418,-18541.11364133249,-2.24575,999955668.693693,999955668.693693,1000000000.0,0.339738,-99.76436,0.00069844,14.62179
ivy-2,IVY,ivy,0.00082453,807880.0,0,0,1,0,3977.0,807880.0,734.08,0.00082532,0.00075745,5.554e-05,7.22264,54272.0,7.20167,980000000.0,980000000.0,1000000000.0,0.0069666,-88.16688,0.00055683,48.04563
queen-pooie,QUEEN POOIE,queen2,0.00036483,808324.0,0,0,1,0,3973.0,808324.0,111.84,0.0003641,0.00031903,2.797e-05,8.30295,60462.0,8.08472,2222222222.0,2222222222.0,2222222222.0,0.00369396,-90.15297,0.00029582,22.96233
hestia,Hestia,hestia,1.39,808551.0,0,0,1,0,3972.0,808551.0,6254.32,1.39,1.34,0.01995009,1.45759,11205.09,1.4053,582554.893606359,582554.893606359,1000000.0,1.67,-17.10824,0.668389,107.6544
defrogs,DeFrogs,defrogs,80.93,808577.0,0,0,1,0,3971.0,808577.0,104802.0,81.84,75.56,5.16,6.81065,50893.0,6.71689,10000.0,10000.0,10000.0,3930.55,-97.94284,34.07,137.3398
any-inu,Any Inu,ai,1.93e-06,808605.0,0,0,1,0,3970.0,808605.0,104771.0,2.04e-06,1.9e-06,2.0254e-08,1.06015,3041.05,0.37751,420690000000.0,420690000000.0,420690000000.0,0.000121,-98.41169,1.54e-06,24.58532
fight,FIGHT,fight,0.00081356,811356.0,0,0,1,0,3978.0,811356.0,1534374.0,0.00124797,0.0007093,6.943e-05,9.33093,66772.0,8.9677,999675250.691152,999675250.691152,999968548.37,0.060753,-98.67055,0.00013913,480.54044
589-token,589,589,0.00015358,812109.0,0,0,1,0,3968.0,904733.0,31850.0,0.00015397,0.00013667,1.465e-05,10.54471,84285.0,11.58044,5287000000.0,5890000000.0,5890000000.0,0.00049429,-68.92434,0.00010109,51.94487
get-rich-quick,GET RICH QUICK,rich,0.00082252,820478.0,0,0,1,0,3954.0,820478.0,628770.0,0.00127367,0.00080698,-0.0003518609044501,-29.96138,-360842.0319893392,-30.54565,999992759.727659,999992759.727659,999996379.36,0.00800666,-89.75247,0.00080698,1.67363
ronke,RONKE,ronke,0.00094873,821286.0,0,0,1,0,3953.0,948182.0,15329.29,0.00097938,0.00084494,-2.8249889360422e-05,-2.89155,-22689.72950356221,-2.68844,866168424.38,1000000000.0,1000000000.0,0.00947923,-89.99726,0.00054142,75.12911
luna-inu,Luna Inu,linu,1.1e-09,824114.0,0,0,1,0,3949.0,1100040.0,621.55,1.099e-09,1.042e-09,4.5053e-11,4.27051,32161.0,4.06099,749167374404513.0,1000000000000000.0,1000000000.0,3.9529e-08,-97.22642,6.2895e-11,1643.19723
pepoclown,Pepoclown,honk,1.966e-09,827738.0,0,0,1,0,3956.0,827738.0,15105.41,1.968e-09,1.656e-09,2.52747e-10,14.75319,106800.0,14.81406,420690000000000.0,420690000000000.0,420690000000000.0,2.3889e-08,-91.79169,1.051e-09,86.64165
mooncoin-3,Mooncoin,mooncoin,0.00083013,829318.0,0,0,1,0,3940.0,829318.0,1202745.0,0.0013524,0.0008187,-0.0004367545115853,-34.47481,-431580.57479108,-34.22802,999586927.097623,999586927.097623,1000000000.0,0.00514511,-83.87476,0.0008187,1.33916
litecoin-mascot,Litecoin Mascot,lester,0.00082858,830578.0,0,0,1,0,3944.0,830578.0,567513.0,0.00083064,0.00078587,5.26e-06,0.63918,5551.95,0.67294,999919384.146083,999919384.146083,999999995.0,0.15359,-99.45957,0.00050832,63.29369
vankedisi,vankedisi,vankedisi,0.00973863,831447.0,0,0,1,0,3941.0,831447.0,193147.0,0.0097546,0.00917197,0.00046378,5.00043,38810.0,4.89635,85460548.047021,85460548.047021,1000000000.0,0.134994,-92.79302,0.00889086,9.42653
crypto-strategic-reserve,Crypto Strategic Reserve,csr,0.00084264,834096.0,0,0,1,0,3936.0,834096.0,2351.52,0.00084565,0.00081532,9.36e-06,1.12268,5337.03,0.64398,998008770.385699,998008770.385699,1000000000.0,0.00111232,-24.86317,1.135e-05,7263.71085
peepo-eth,Peepo,pepo,2e-06,834849.0,0,0,1,0,3939.0,834849.0,8320.14,1.99e-06,1.67e-06,2.99839e-07,17.67108,125495.0,17.69148,417779029640.70825,417779029640.70825,420690000000.0,1.891e-05,-89.46924,5.08261e-07,291.82804
in-the-meme-time,In The MEME Time,itmt,0.00083962,839248.0,0,0,1,0,3926.0,839248.0,2484.33,0.00086096,0.00083266,-1.8143323375566e-05,-2.11518,-12129.580170602305,-1.4247,999959539.620406,999959539.620406,1000000000.0,0.00499285,-83.19032,0.00061695,36.03798
costco-hot-dog,Cost Hot Dog,cost,0.00089202,840581.0,0,0,1,0,3925.0,840581.0,4449.26,0.00091257,0.00086885,7.16e-06,0.80916,-3025.4503950787475,-0.35863,949390000.0,949390000.0,949390000.0,0.061631,-98.56339,0.00044681,98.1559
wifejak,Wifejak,wife,0.00084904,842524.0,0,0,1,0,3922.0,842524.0,216.86,0.00084957,0.00081921,1.814e-05,2.18268,9179.46,1.10152,999999485.0,999999485.0,999999485.0,0.0224714,-96.25068,0.00013069,544.65891
memecoin-3,Memecoin,memecoin,0.00084069,844285.0,0,0,1,0,3929.0,844285.0,239448.0,0.0009151,0.00083283,-3.7981110954502e-05,-4.32256,-26656.91284657724,-3.0607,999999999.0,999999999.0,999999999.0,0.01284378,-93.43875,0.00022099,281.33842
fefe-on-eth,Fefe,fefe,0.00200121,845247.0,0,0,1,0,3928.0,845247.0,104766.0,0.00200919,0.00178726,0.00017756,9.73644,85975.0,11.32334,420690000.0,420690000.0,420690000.0,0.0289776,-93.10586,0.00089366,123.5478
kittekoin,Kittekoin,koin,0.001536,845877.0,0,0,1,0,3908.0,1536002.0,7979.42,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,550700662.5866076,999999999.0,1000000000.0,0.247692,-99.37987,0.00062534,145.62621
brotherhood,Brotherhood,bog,0.00085053,848253.0,0,0,1,0,3904.0,848253.0,2207.83,0.00088767,0.00083974,-3.7144014145495e-05,-4.18443,-39337.577673587366,-4.43195,999999999.0,999999999.0,999999999.0,0.00474994,-82.1418,0.00083974,1.01431
booshi,Booshi,booshi,8.488e-05,848843.0,0,0,1,0,3903.0,848843.0,693.45,8.579e-05,8.381e-05,-1.66526734492e-07,-0.1958,-2429.866733422503,-0.28544,9999950200.0,9999950200.0,10000000000.0,0.0005311,-84.01717,7.467e-05,13.68332
luca-netz-s-dog,Luca Netz's Dog,bandit,0.00085759,850443.0,0,0,1,0,3916.0,850443.0,3217.6,0.00086187,0.00082691,1.771e-05,2.10882,18394.42,2.21074,990561853.9246455,990561853.9246455,990561853.9246455,0.00279347,-69.31348,0.00067692,26.63508
fish-n-chips,Fish N Chips,chippy,0.0008508,851850.0,0,0,1,0,3914.0,851850.0,7839.52,0.00086423,0.00072085,0.00011857,16.19357,119626.0,16.33732,999999288.27,999999288.27,999999288.27,0.01633691,-94.8236,0.00035318,139.44099
aaa-cat,aaa cat,aaa,8.542e-05,854611.0,0,0,1,0,3901.0,854611.0,15197.46,9.05e-05,8.513e-05,-4.915289722818e-06,-5.44143,-48971.79618565284,-5.41973,10000000000.0,10000000000.0,10000000000.0,0.00367516,-97.67868,4.709e-05,81.18533
valhalla-index,Odin Liquidity Network,odin,0.00459072,857772.0,0,0,1,0,3893.0,857772.0,11378.98,0.00460613,0.00435085,0.00023549,5.40704,40001.0,4.89145,187407814.7566593,187407814.7566593,500000000.0,0.129051,-96.44761,0.00326052,40.60348
dream-2,DREAM,dream,0.00086109,858426.0,0,0,1,0,3894.0,858426.0,86454.0,0.0009221,0.00077358,-5.688046094155e-05,-6.19631,-56723.53495534405,-6.19828,996902801.292238,996902801.292238,1000000000.0,0.01634701,-94.73255,0.00068157,26.33611
asscoin,ASSCOIN,asscoin,0.00085545,860557.0,0,0,1,0,3890.0,860557.0,192553.0,0.00091941,0.00078107,9.49e-06,1.12221,11840.35,1.39509,998684161.872515,998684161.872515,1000000000.0,0.00332904,-74.23395,0.00027879,207.67735
wizard-gang,Wizard Gang,wizard,0.00086542,865287.0,0,0,1,0,3889.0,865287.0,1754235.0,0.00087511,0.00082113,1.575e-05,1.85391,20037.0,2.37054,999841341.498895,999841341.498895,999841341.498895,0.00760012,-88.61302,0.00076156,13.63903
baby-neiro-2,Baby Neiro,babyneiro,2.074e-12,871241.0,0,0,1,0,3876.0,871241.0,43367.0,2.224e-12,1.994e-12,3.9239e-14,1.92797,16440.47,1.92331,4.2e+17,4.2e+17,4.2e+17,4.0316e-11,-94.85465,1.935e-12,7.18543
top-hat,Top Hat,hat,0.00088357,874581.0,1,0,1,0,3871.0,874581.0,1678914.0,0.00113551,0.0008743,-0.0002392376839061,-21.3071,-205896.3571987087,-19.05606,989986939.549946,989986939.549946,1000000000.0,0.105867,-99.16476,0.00051991,70.0762
yousim,YouSim,yousim,0.00088011,875261.0,0,0,1,0,3870.0,875261.0,14944.42,0.00095649,0.00083114,-4.4533480727741e-05,-4.81629,-50860.40930544119,-5.49176,999960389.467253,999960389.467253,999998930.64,0.03252812,-97.3145,0.00028728,204.07887
bitcoin-bro-bear-runes,BITCOIN•BRO•BEAR (Runes),bro,0.00087657,876569.0,0,0,1,0,3866.0,876569.0,36.53,0.00087442,0.00086496,8.12e-06,0.93532,7450.33,0.85723,1000000000.0,1000000000.0,1000000000.0,0.01388848,-93.68852,0.00032962,165.93066
keke-terminal,KEKE Terminal,keke,0.0008864,881240.0,0,0,1,0,3863.0,881240.0,2596.92,0.00090458,0.00087881,-1.8182805222331e-05,-2.01008,-21686.64635647356,-2.40182,999996442.498424,999996442.498424,999999951.0,0.028921,-96.93636,0.0005803,52.6851
monko,Monko,monko,9.08475e-07,884935.0,0,0,1,0,3858.0,909136.0,1718.03,9.10505e-07,8.70982e-07,3.5755e-08,4.09699,35101.0,4.13031,973380159121.0,1000000000000.0,1000000000000.0,5.33e-06,-82.93065,5.74892e-07,58.14034
speedy-2,Speedy,speedy,0.00088657,885151.0,0,0,1,0,3869.0,885151.0,101472.0,0.000954,0.0008407,2.995e-05,3.49626,28454.0,3.32137,1000000000.0,1000000000.0,1000000000.0,0.04556329,-98.04662,0.00069145,28.71808
ton-fish-memecoin,TON FISH MEMECOIN,fish,2.938e-09,888419.0,0,0,1,0,3853.0,1206904.0,9321.16,2.98e-09,2.819e-09,5.129e-11,1.77658,20646.0,2.37919,300793350000000.0,408623396192182.06,420690000000000.0,1.65296e-07,-98.21315,1.77e-09,66.8514
rato-the-rat,Rato The Rat,rato,2.11e-06,889435.0,0,0,1,0,3855.0,889435.0,690194.0,2.26e-06,2.02e-06,-1.39905824559e-07,-6.20485,-66517.2277377689,-6.95822,420690000000.0,420690000000.0,420690000000.0,8.36e-05,-97.47124,1.03e-06,105.93297
lynk-coin,Lynk Coin,lynk,0.00384923,893938.0,0,0,1,0,3849.0,3828619.0,20657.0,0.00387701,0.00367642,6.521e-05,1.72342,13558.87,1.54012,233463172.94044,999891744.36901,1000000000.0,0.069168,-94.46418,0.00343536,11.45947
beni,Beni,beni,0.00090861,901003.0,0,0,1,0,3846.0,901003.0,270.79,0.00090373,0.00086012,4.267e-05,4.92707,44546.0,5.20121,991627803.8805556,991627803.8805556,1000000000.0,0.00927137,-90.25248,0.00039156,130.80034
lemmy-the-bat,Lemmy The Bat,lbai,1.305e-05,902087.0,0,0,1,0,3841.0,902087.0,342813.0,1.307e-05,1.208e-05,1.34537e-07,1.04168,12952.56,1.45676,69000000000.0,69000000000.0,69000000000.0,5.377e-05,-75.66446,9.65e-06,35.61609
pepe-sol,Pepe on SOL,pepe,0.00091019,902575.0,0,0,1,0,3844.0,902575.0,28943.0,0.00090043,0.00086311,3.776e-05,4.32768,32084.0,3.68577,1000000000.0,1000000000.0,1000000000.0,0.080664,-98.88699,0.00062092,44.59108
pika-to-piko,PIKA to PIKO ピカとピコ,pika,0.0012342,908816.0,0,0,1,0,3832.0,908816.0,7494.99,0.00124094,0.00094653,0.00028459,29.96864,207759.0,29.63513,737840821.8026335,737840821.8026335,7428659823.0,0.01724995,-92.86085,0.00029569,316.48697
dodo-2,DODO,dodo,0.090936,909010.0,0,0,1,0,3830.0,909010.0,5124.6,0.091617,0.088145,0.00026047,0.28726,1550.46,0.17086,10000000.0,10000000.0,10000000.0,2.02,-95.51594,0.04117556,120.28413
shifu,Shifu,shifu,9.98e-06,911828.0,0,0,1,0,3825.0,995854.0,6826.56,9.99e-06,9.36e-06,5.91003e-07,6.2919,51249.0,5.95513,91562460523.92152,99999999999.99998,100000000000.0,0.00034424,-97.1008,6.87e-06,45.34637
pepe-trump,Pepe Trump,ptrump,0.00092716,913644.0,0,0,1,0,3824.0,913644.0,1449.71,0.00094267,0.00091021,-1.5137234916728e-05,-1.60641,-21672.990433920524,-2.31718,992983001.67,992983001.67,1000000000.0,0.01756735,-94.76244,9.81e-05,837.9072
cypher-genesis-runes,CYPHER•GENESIS (Runes),cypher,0.00092222,922217.0,0,0,1,0,3813.0,922217.0,26.79,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,1000000000.0,1000000000.0,1000000000.0,0.04542546,-97.96982,0.00049354,86.85755
meme-games-wtf,Meme Games WTF,wtf,0.00093827,924119.0,0,1,1,0,3809.0,932184.0,17445.64,0.00093429,0.00080995,0.00010084,12.04189,94046.0,11.32985,990683095.40456,999328716.439757,1000000000.0,0.00394945,-76.38125,0.0007287,28.00937
dogc,DOGC,dogc,9.24e-06,924456.0,0,0,1,0,3812.0,924456.0,89693.0,9.93e-06,6.95e-06,1.51e-06,19.54365,151119.0,19.5412,99999999999.99998,99999999999.99998,100000000000.0,0.00030159,-96.93381,5.28e-06,75.02353
queen-sherex,Queen Sherex,qshx,0.00094707,924611.0,0,0,1,0,3821.0,924611.0,323897.0,0.00096798,0.00090772,-2.090219163946e-05,-2.15937,-19456.9796602882,-2.06097,979822715.053764,979822715.053764,979999946.07,0.0015431,-38.65167,0.0004897,93.31533
aria,Aria,aria,0.00103579,924770.0,0,0,1,0,3810.0,1027750.0,3177.31,0.00105047,0.00098324,3.075e-05,3.0597,19814.65,2.18957,899719461.024095,999909461.024095,999999989.56,0.00355226,-70.85348,0.00013968,641.26315
popdog,POPDOG,popdog,0.0009361,930435.0,0,0,1,0,3807.0,930435.0,54426.0,0.00094521,0.00089693,3.421e-05,3.79296,34736.0,3.87807,993739584.0,993739584.0,993739584.0,0.02086186,-95.51428,0.00011203,735.33319
pussy-financial,Pussy Financial,pussy,4.27e-06,931459.0,0,0,1,0,3805.0,1791280.0,602.06,4.26e-06,4.02e-06,2.08928e-07,5.14665,44425.0,5.0082,218398529553.2847,420000000000.0,1000000000.0,0.00029778,-98.57192,1.46e-06,191.47023
kuma-inu,Kuma Inu,kuma,2.357e-09,936131.0,0,0,1,0,3795.0,1158218.0,89069.0,2.357e-09,2.22e-09,8.9565e-11,3.95057,35933.0,3.99171,397247337457179.3,491490111925534.7,1000000000000000.0,6.03179e-07,-99.60986,1.265e-09,86.07253
baby-shark-meme,Baby Shark Meme,babyshark,0.00110796,939550.0,0,0,1,0,3789.0,1106195.0,340151.0,0.00114073,0.00106663,2.456e-05,2.26726,17785.32,1.92949,849346956.628187,999993039.552016,1000000000.0,0.12534,-99.11744,0.00102875,7.52829
catana,Catana,catana,0.00094306,941312.0,0,0,1,0,3793.0,941312.0,114733.0,0.00096247,0.00077944,1.95e-06,0.20701,111.18,0.01181,999964600.257732,999964600.257732,1000000000.0,0.078581,-98.80675,0.00028263,231.76674
shibwifhatcoin,Shibwifhatcoin,shib,0.00095931,945938.0,0,0,1,0,3776.0,945938.0,13245.82,0.00095531,0.0008559,8.163e-05,9.30004,73660.0,8.44452,993693426.0,993693426.0,993693426.0,0.01958982,-95.14063,0.0005072,87.68571
clank-fun,clank.fun,clankfun,9.58e-06,957150.0,0,0,1,0,3762.0,957150.0,7286.15,9.72e-06,8.71e-06,5.86598e-07,6.52036,56032.0,6.21808,99999999999.99998,99999999999.99998,100000000000.0,7.036e-05,-86.37358,2.45e-06,290.6733
live-ai,Live Ai,lau,0.959841,959473.0,0,0,1,0,3761.0,959473.0,22072.0,1.047,0.809445,0.148218,18.2619,180285.0,23.13762,1000000.0,1000000.0,1000000.0,1.064,-9.84237,0.419842,128.53177
fartgirl,FARTGIRL,fartgirl,0.00096811,962484.0,0,0,1,0,3755.0,962484.0,9466.19,0.00099902,0.00090451,-3.0903652340237e-05,-3.0934,-25546.5080859093,-2.5856,1000000000.0,1000000000.0,1000000000.0,0.01226974,-92.15563,0.00073588,30.79389
mambo,Mambo,mambo,9.63718e-07,963747.0,0,0,1,0,3752.0,963747.0,245332.0,1.14e-06,9.14217e-07,-1.76153842922e-07,-15.45383,-176127.6024159115,-15.45149,1000000000000.0,1000000000000.0,1000000000000.0,6.59e-06,-85.37946,8.82282e-07,9.21305
america-party,America Party,ap,0.0009698,967711.0,0,0,1,0,3745.0,967711.0,652498.0,0.00140018,0.00092449,-0.0004303847505737,-30.73774,-438396.59474734776,-31.17802,999820614.902175,999820614.902175,1000000000.0,0.02161774,-95.52273,0.00085636,13.02247
666-token,666,666,0.096782,968208.0,0,0,1,0,3749.0,968208.0,43247.0,0.097897,0.093703,0.00209054,2.20774,21421.0,2.26245,9998632.0,9998632.0,9998632.0,0.158861,-39.04493,0.083702,15.6894
history-of-pepe,History of Pepe,hope,0.00097067,969047.0,0,0,1,0,3748.0,969047.0,17405.7,0.00096905,0.00083727,0.00012508,14.79249,123191.0,14.56404,1000000000.0,1000000000.0,1000000000.0,0.00683677,-85.98931,5.312e-05,1703.35192
